Id,Price,Year,Mileage,City,State,Vin,Make,Model
945,9891,2011,79488,Pinconning, MI,2CNALDEC1B6237897,Chevrolet,EquinoxFWD
946,15725,2016,21266,Rainbow City, AL,3GNCJKSB9GL266027,Chevrolet,TraxFWD
947,16900,2016,34614,Chicago, IL,1G11C5SA4GU162160,Chevrolet,Malibu
948,8222,2010,97332,Spencerport, NY,2CNALDEW7A6202290,Chevrolet,EquinoxFWD
949,15871,2015,23993,Tallmadge, OH,3GNCJRSBXFL204269,Chevrolet,TraxAWD
950,12979,2011,57954,Columbia, SC,2CNALDEC4B6219796,Chevrolet,EquinoxFWD
951,16497,2016,34546,Columbus, OH,1G11E5SA0GF103296,Chevrolet,Malibu
952,14595,2014,71206,Allentown, PA,1G11B5SL3EF190330,Chevrolet,MalibuLS
953,18500,2015,47327,Kansas City, MO,1G11G5SX4FF211661,Chevrolet,Malibu2LTZ
954,4999,2009,97693,Spring, TX,1G1AT18H297215582,Chevrolet,Cobalt2dr
955,11000,2011,91590,Savannah, GA,2CNALDECXB6468670,Chevrolet,EquinoxFWD
956,9555,2015,44092,Phoenix, AZ,1G1JC6SG4F4210894,Chevrolet,SonicHatch
957,21905,2017,13420,Mission, TX,2GNALBEK3H1524798,Chevrolet,EquinoxFWD
958,18995,2013,12920,Midlothian, VA,1GNFLEEK7DZ132111,Chevrolet,EquinoxAWD
959,8995,2014,36307,Memphis, TN,1G1JA6SH7E4128090,Chevrolet,SonicHatchback
960,12881,2015,12987,Gadsden, AL,1G1JC6SH2F4183834,Chevrolet,SonicHatch
961,15688,2015,83508,SHAKOPEE, MN,2GNALCEK9F6322571,Chevrolet,EquinoxFWD
962,17500,2015,52843,Wolcott, NY,2GNFLFEK0F6416166,Chevrolet,EquinoxAWD
963,22994,2016,18139,Watertown, NY,2GNFLFEK4G6359729,Chevrolet,EquinoxAWD
964,12995,2016,16829,Graham, NC,1G1PE5SB1G7182197,Chevrolet,Cruze
965,14980,2013,73589,Austin, TX,2GNALBEK5D1264947,Chevrolet,EquinoxFWD
966,,2015,42024,LITCHFIELD, IL,1G1JC5SH6F4115093,Chevrolet,SonicSedan
967,17999,2014,57009,Dover, DE,2GNFLFE34E6185490,Chevrolet,EquinoxAWD
968,22998,2017,12706,Highland, IN,2GNALCEK9H6105198,Chevrolet,EquinoxFWD
969,13999,2013,77433,Brooksville, FL,1G1PG5SBXD7283633,Chevrolet,CruzeLTZ
970,11900,2014,29219,Glendale, CA,1G1JE6SB5E4192919,Chevrolet,SonicHatchback
971,12588,2014,125084,Conroe, TX,2GNALCEK3E6191796,Chevrolet,EquinoxFWD
972,14100,2016,39912,Columbia, MO,1G1PG5SB1G7120650,Chevrolet,Cruze
973,15988,2014,27400,Chandler, AZ,2G1FA1E35E9126375,Chevrolet,CamaroCoupe
974,6555,2012,109689,Pontiac, MI,2G1WF5E37C1192446,Chevrolet,ImpalaLS
975,7440,2009,86199,Tinley Park, IL,2G1WT57N991269849,Chevrolet,Impala4dr
976,4000,2010,168399,Crittenden, KY,1G1AB5F54A7132789,Chevrolet,Cobalt4dr
977,8000,2009,96919,Columbus, OH,2G1WT57K291210003,Chevrolet,Impala4dr
978,16988,2015,36781,Surprise, AZ,2G1FB1E32F9160126,Chevrolet,CamaroCoupe
979,17500,2016,40035,Watertown, CT,2G1115S36G9126569,Chevrolet,Impala2LT
980,17725,2016,36476,Clearwater, FL,2G1115S37G9147432,Chevrolet,Impala2LT
981,6494,2012,110860,Wichita, KS,1G1PD5SH6C7231878,Chevrolet,CruzeSedan
982,15894,2014,55082,St. Peters, MO,1G1115SL0EU160278,Chevrolet,ImpalaLT
983,12095,2013,79451,Aurora, IL,2G1WG5E34D1184500,Chevrolet,ImpalaLT
984,14777,2013,60792,Lubbock, TX,2G1FB1E30D9122407,Chevrolet,CamaroCoupe
985,12500,2010,74936,Troy, MO,1GCPCPEX4AZ238628,Chevrolet,Silverado
986,9274,2013,91658,Milwaukie, OR,1G1PC5SB5D7159264,Chevrolet,Cruze1LT
987,16995,2014,24295,Colmar, PA,1G1RB6E41EU157237,Chevrolet,VoltPlug-In
988,13000,2011,80063,Tampa, FL,2G1FC3DD2B9170488,Chevrolet,Camaro2dr
989,20320,2015,21912,Jonesboro, GA,2G1FD1E38F9306734,Chevrolet,CamaroCoupe
990,14980,2013,42516,Saint Helens, OR,1G1RD6E48DU128312,Chevrolet,VoltBase
991,8768,2012,143749,Memphis, TN,2G1WG5E34C1171972,Chevrolet,ImpalaLT
992,9980,2012,85216,Columbia, KY,1G1ZB5E08CF189689,Chevrolet,MalibuLS
993,9990,2009,81598,Orland Park, IL,1GNER13D39S147552,Chevrolet,TraverseFWD
994,19950,2016,48692,Worthington, OH,2G1115S34G9133598,Chevrolet,Impala2LT
995,22988,2017,38260,Topeka, KS,2G1105S3XH9105812,Chevrolet,ImpalaLT
996,2960,2002,110282,Columbus, OH,1G1JF524327218498,Chevrolet,Cavalier4dr
997,15995,2016,18833,Pueblo, CO,1G1ZB5ST7GF352871,Chevrolet,MalibuLS
998,10800,2011,108404,Marion, IL,1GNKREED6BJ154076,Chevrolet,TraverseFWD
999,25200,2017,15344,Montebello, CA,2G1145S3XH9133663,Chevrolet,ImpalaPremier
1000,12500,2013,98228,Houston, TX,1GNKRJKD9DJ243978,Chevrolet,Traverse2LT
